Main.Group,Family,Alt.Family,Genus,Form,Primary.Obs,Secondary.Obs,References.For.Family,Notes.For.Family
ANGIOSPERMS - DICOTYLEDONS,Clusiaceae,,Calophyllum,trees,VAM,,"Brundrett et al. 1995, Reddell et al. 1996, Gehring & Connell 2006",
ANGIOSPERMS - DICOTYLEDONS,Clusiaceae,,Garcina,trees,VAM,,"Brundrett et al. 1995, Reddell et al. 1996, Gehring & Connell 2006",
ANGIOSPERMS - DICOTYLEDONS,Cochlospermaceae,(Bixaceae),Cochlospermum,tree,VAM,,Brundrett et al. 1995,
ANGIOSPERMS - DICOTYLEDONS,Combretaceae,,Terminalia,trees,VAM,,"Koske 1992, Reddell & Milnes 1992, Brundrett et al. 1995",
ANGIOSPERMS - DICOTYLEDONS,Convolvulaceae,,Calystegia,vines,VAM,,"Logan et al. 1989, Koske et al. 1992, Brundrett et al. 1995, O'Connor et al. 2001 ",(Ipomoea normally VAM)
ANGIOSPERMS - DICOTYLEDONS,Convolvulaceae,,Convolvulus,vines,VAM,,"Logan et al. 1989, Koske et al. 1992, Brundrett et al. 1995, O'Connor et al. 2001 ",(Ipomoea normally VAM)
ANGIOSPERMS - DICOTYLEDONS,Convolvulaceae,,Evolvulus,vines,VAM,,"Logan et al. 1989, Koske et al. 1992, Brundrett et al. 1995, O'Connor et al. 2001 ",(Ipomoea normally VAM)
ANGIOSPERMS - DICOTYLEDONS,Convolvulaceae,,Ipomoea,vines,VAM,,"Logan et al. 1989, Koske et al. 1992, Brundrett et al. 1995, O'Connor et al. 2001 ",(Ipomoea normally VAM)
ANGIOSPERMS - DICOTYLEDONS,Convolvulaceae,,Polymeria,vines,VAM,,"Logan et al. 1989, Koske et al. 1992, Brundrett et al. 1995, O'Connor et al. 2001 ",(Ipomoea normally VAM)
ANGIOSPERMS - DICOTYLEDONS,Cucurbitaceae,,Citrullus,herbs,VAM,,O'Connor et al. 2001,
ANGIOSPERMS - DICOTYLEDONS,Cunoniaceae,,Ceratopetalum,trees,VAM,,"McGee & Furby 1992., Gehring & Connell 2006",Sheathing association with no Hartig net considered to be a type of ECM
ANGIOSPERMS - DICOTYLEDONS,Dilleniaceae,,Dillenia,"shrubs, Tree",VAM,,"Sward 1978, Brockhoff & Allaway 1988, Logan et al. 1989, Brundrett & Abbott 1991, Bellgard 1991, Brundrett et al. 1995, Reddell et al. 1996",
ANGIOSPERMS - DICOTYLEDONS,Dilleniaceae,,Hibbertia,"shrubs, Tree",VAM,,"Sward 1978, Brockhoff & Allaway 1988, Logan et al. 1989, Brundrett & Abbott 1991, Bellgard 1991, Brundrett et al. 1995, Reddell et al. 1996",
ANGIOSPERMS - DICOTYLEDONS,Dilleniaceae,,Pachynema,"shrubs, Tree",VAM,,"Sward 1978, Brockhoff & Allaway 1988, Logan et al. 1989, Brundrett & Abbott 1991, Bellgard 1991, Brundrett et al. 1995, Reddell et al. 1996",
ANGIOSPERMS - DICOTYLEDONS,Droseraceae,,Drosera,"herbs,climbers, aquatic plant",NM,,"McGee 1986, Sward 1978, Brundrett & Abbott 1991, Brundrett et al. 1995, Lowrie 1998. ",Consistently NM . Aldrovanda has no roots at maturity. See NM plants section.
ANGIOSPERMS - DICOTYLEDONS,Droseraceae,,Aldrovanda,"herbs,climbers, aquatic plant",NM,,"McGee 1986, Sward 1978, Brundrett & Abbott 1991, Brundrett et al. 1995, Lowrie 1998. ",Consistently NM . Aldrovanda has no roots at maturity. See NM plants section.
ANGIOSPERMS - DICOTYLEDONS,Ebenaceae,,Diospyros,tree,VAM,,Reddell et al. 1996,
ANGIOSPERMS - DICOTYLEDONS,Elaeocarpaceae,(Tremandraceae),Elaeocarpus,"tree, shrub",VAM,,"Brundrett & Abbott 1991, Reddell et al 1996",
ANGIOSPERMS - DICOTYLEDONS,Elaeocarpaceae,(Tremandraceae),Tetratheca,"tree, shrub",VAM,,"Brundrett & Abbott 1991, Reddell et al 1996",
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Acrotriche,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Andersonia,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Astroloma,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Brachyloma,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Conostephium,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Dracophyllum,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Epacris,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Leucopogon,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Lissanthe,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Lysinema,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Melichrus,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Monotoca,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Needhamiella,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Oligarrhena,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Pentachondra,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Richea,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Rupicola,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Sphenotoma,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Sprengelia,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Styphelia,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Trochocarpa,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Ericaceae,(Inc. Epacridaceae),Woollsia,shrubs,Ericoid,,"Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002, McNabb 1961, Bellgard 1991,Koske et al. 1992.","Typical ericoid mycorrhizal associations were observed in Australian Ericaceae by Sward 1978, Reed 1987, Bellgard 1991, Hutton et al. 1994, McLean & Lawrie 1996, Cairney & Ashford 2002 and also by McNabb 1961 in New Zealand.Bellgard 1991 reported occasional VAM in epacrids. Styphelia reverted to VAM in Hawaii - Koske et al. 1992."
ANGIOSPERMS - DICOTYLEDONS,Euphorbaceae S.S.,,Euphorbia,herbs,VAM,,"Brockhoff & Allaway 1988, Peterson et al. 1985, O'Connor et al. 2001",
ANGIOSPERMS - DICOTYLEDONS,Euphorbaceae S.S.,,Ricinocarpus,herbs,VAM,,"Brockhoff & Allaway 1988, Peterson et al. 1985, O'Connor et al. 2001",
ANGIOSPERMS - DICOTYLEDONS,Fabaceae I: Ceasalpinoidea,(Caesalpiniaceae),Cassia,"shrubs, trees",VAM,,"Brundrett & Abbott 1991, Brundrett et al. 1995, Lamont 1982.",N fixing nodules - Lamont 1982.
ANGIOSPERMS - DICOTYLEDONS,Fabaceae I: Ceasalpinoidea,(Caesalpiniaceae),Erythrophleum,"shrubs, trees",VAM,,"Brundrett & Abbott 1991, Brundrett et al. 1995, Lamont 1982.",N fixing nodules - Lamont 1982.
ANGIOSPERMS - DICOTYLEDONS,Fabaceae I: Ceasalpinoidea,(Caesalpiniaceae),Senna,"shrubs, trees",VAM,,"Brundrett & Abbott 1991, Brundrett et al. 1995, Lamont 1982.",N fixing nodules - Lamont 1982.
ANGIOSPERMS - DICOTYLEDONS,Fabaceae I: Ceasalpinoidea,(Caesalpiniaceae),Labichea,"shrubs, trees",VAM,,"Brundrett & Abbott 1991, Brundrett et al. 1995, Lamont 1982.",N fixing nodules - Lamont 1982.
ANGIOSPERMS - DICOTYLEDONS,Fabaceae II: Subfamily Mimosoidea,(Mimosaceae),Acacia,shrubs,ECM,VAM,"Warcup 1980, McGee 1986, Reddell & Warren 1987, Bellgard 1991, Reddell & Milnes 1992, Brundrett et al. 1995.", See note on Acacia below. N2 fixing nodules.
ANGIOSPERMS - DICOTYLEDONS,Fabaceae II: Subfamily Mimosoidea,,Acacia,shrubs,VAM,,"Sward 1978, McGee 1986, Brundrett & Abbott 1991, Reddell & Milnes 1992, Brundrett et al. 1995.", N2 fixing nodules.
ANGIOSPERMS - DICOTYLEDONS,Fabaceae III: Subfamily Papilionoidea,(Papilionaceae),Alysicarpus,"shrubs, herbs",VAM,,"Sward 1978, Brockhoff & Allaway 1988, Brundrett & Abbott 1991, Bellgard 1991, Reddell & Milnes 1992, Brundrett et al. 1995, O'Connor et al. 2001, Lamont 1982.",N2 fixing nodules - Lamont 1982
ANGIOSPERMS - DICOTYLEDONS,Fabaceae III: Subfamily Papilionoidea,(Papilionaceae),Bossiaea,"shrubs, herbs",VAM,,"Sward 1978, Brockhoff & Allaway 1988, Brundrett & Abbott 1991, Bellgard 1991, Reddell & Milnes 1992, Brundrett et al. 1995, O'Connor et al. 2001, Lamont 1982.",N2 fixing nodules - Lamont 1982
ANGIOSPERMS - DICOTYLEDONS,Fabaceae III: Subfamily Papilionoidea,(Papilionaceae),Cajanus,"shrubs, herbs",VAM,,"Sward 1978, Brockhoff & Allaway 1988, Brundrett & Abbott 1991, Bellgard 1991, Reddell & Milnes 1992, Brundrett et al. 1995, O'Connor et al. 2001, Lamont 1982.",N2 fixing nodules - Lamont 1982
ANGIOSPERMS - DICOTYLEDONS,Fabaceae III: Subfamily Papilionoidea,(Papilionaceae),Crotalaria,"shrubs, herbs",VAM,,"Sward 1978, Brockhoff & Allaway 1988, Brundrett & Abbott 1991, Bellgard 1991, Reddell & Milnes 1992, Brundrett et al. 1995, O'Connor et al. 2001, Lamont 1982.",N2 fixing nodules - Lamont 1982
ANGIOSPERMS - DICOTYLEDONS,Fabaceae III: Subfamily Papilionoidea,(Papilionaceae),Cullen,"shrubs, herbs",VAM,,"Sward 1978, Brockhoff & Allaway 1988, Brundrett & Abbott 1991, Bellgard 1991, Reddell & Milnes 1992, Brundrett et al. 1995, O'Connor et al. 2001, Lamont 1982.",N2 fixing nodules - Lamont 1982
ANGIOSPERMS - DICOTYLEDONS,Fabaceae III: Subfamily Papilionoidea,(Papilionaceae),Daviesia,"shrubs, herbs",VAM,,"Sward 1978, Brockhoff & Allaway 1988, Brundrett & Abbott 1991, Bellgard 1991, Reddell & Milnes 1992, Brundrett et al. 1995, O'Connor et al. 2001, Lamont 1982.",N2 fixing nodules - Lamont 1982
ANGIOSPERMS - DICOTYLEDONS,Fabaceae III: Subfamily Papilionoidea,(Papilionaceae),Desmodium,"shrubs, herbs",VAM,,"Sward 1978, Brockhoff & Allaway 1988, Brundrett & Abbott 1991, Bellgard 1991, Reddell & Milnes 1992, Brundrett et al. 1995, O'Connor et al. 2001, Lamont 1982.",N2 fixing nodules - Lamont 1982
ANGIOSPERMS - DICOTYLEDONS,Fabaceae III: Subfamily Papilionoidea,(Papilionaceae),Dillwynia,"shrubs, herbs",VAM,,"Sward 1978, Brockhoff & Allaway 1988, Brundrett & Abbott 1991, Bellgard 1991, Reddell & Milnes 1992, Brundrett et al. 1995, O'Connor et al. 2001, Lamont 1982.",N2 fixing nodules - Lamont 1982
ANGIOSPERMS - DICOTYLEDONS,Fabaceae III: Subfamily Papilionoidea,(Papilionaceae),Galactia,"shrubs, herbs",VAM,,"Sward 1978, Brockhoff & Allaway 1988, Brundrett & Abbott 1991, Bellgard 1991, Reddell & Milnes 1992, Brundrett et al. 1995, O'Connor et al. 2001, Lamont 1982.",N2 fixing nodules - Lamont 1982
